time_s,robot_id,robot_name,key,protocol,pwm_left,pwm_right,sonic_angle_deg,sonic_distance_cm,reason
25.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
25.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
25.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
25.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
26.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
26.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
26.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
26.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
26.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
27.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
27.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
27.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
27.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
27.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
28.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
28.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
28.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
28.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
28.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,cached_path_to_final_target
29.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,0,-1,path_to_final_target
