time_s,robot_id,robot_name,key,protocol,pwm_left,pwm_right,sonic_angle_deg,sonic_distance_cm,reason
21.0,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,29,65,path_to_final_target
21.0,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-19,119,path_to_final_target
21.0,r05,r05,a,"$3,0,0,0,0,0,0,0,0#",15000,18000,-5,128,path_to_final_target
21.0,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-7,163,path_to_final_target
21.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,27,153,cached_path_to_final_target
21.2,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,35,129,cached_path_to_final_target
21.2,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,31,60,cached_path_to_final_target
21.2,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-20,113,cached_path_to_final_target
21.2,r05,r05,a,"$3,0,0,0,0,0,0,0,0#",14000,18000,-11,122,cached_path_to_final_target
21.2,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-7,156,cached_path_to_final_target
21.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,27,148,cached_path_to_final_target
21.4,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,36,124,cached_path_to_final_target
21.4,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,33,54,cached_path_to_final_target
21.4,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-20,107,cached_path_to_final_target
21.4,r05,r05,a,"$3,0,0,0,0,0,0,0,0#",15000,18000,-15,116,cached_path_to_final_target
21.4,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-5,150,cached_path_to_final_target
21.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,28,142,cached_path_to_final_target
21.6,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,38,119,cached_path_to_final_target
21.6,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,35,49,cached_path_to_final_target
21.6,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-21,101,cached_path_to_final_target
21.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,-18,110,cached_path_to_final_target
21.6,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,-3,144,cached_path_to_final_target
21.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,29,137,path_to_final_target
21.8,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,39,114,path_to_final_target
21.8,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,38,44,path_to_final_target
21.8,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-22,95,path_to_final_target
21.8,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,-20,105,path_to_final_target
21.8,r06,r06,d,"$4,0,0,0,0,0,0,0,0#",17000,15000,-1,138,path_to_final_target
22.0,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,30,131,cached_path_to_final_target
22.0,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,41,109,cached_path_to_final_target
22.0,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,41,39,cached_path_to_final_target
22.0,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-23,90,cached_path_to_final_target
22.0,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,17000,-21,99,cached_path_to_final_target
22.0,r06,r06,d,"$4,0,0,0,0,0,0,0,0#",17000,15000,2,132,cached_path_to_final_target
22.2,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,31,126,cached_path_to_final_target
22.2,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,42,105,cached_path_to_final_target
22.2,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,44,35,cached_path_to_final_target
22.2,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-24,84,cached_path_to_final_target
22.2,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-23,93,cached_path_to_final_target
22.2,r06,r06,d,"$4,0,0,0,0,0,0,0,0#",17000,15000,5,125,cached_path_to_final_target
22.4,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,32,121,cached_path_to_final_target
22.4,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,44,100,cached_path_to_final_target
22.4,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,47,30,cached_path_to_final_target
22.4,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-26,78,cached_path_to_final_target
22.4,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-24,87,cached_path_to_final_target
22.4,r06,r06,w,"$1,0,0,0,0,0,0,0,0#",17000,16000,7,119,cached_path_to_final_target
22.6,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,34,115,path_to_final_target
22.6,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,46,96,path_to_final_target
22.6,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,51,26,path_to_final_target
22.6,r04,r04,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-27,73,path_to_final_target
22.6,r05,r05,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,-25,82,path_to_final_target
22.6,r06,r06,d,"$4,0,0,0,0,0,0,0,0#",18000,15000,12,113,path_to_final_target
22.8,r01,r01,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,35,110,cached_path_to_final_target
22.8,r02,r02,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,48,91,cached_path_to_final_target
22.8,r03,r03,w,"$1,0,0,0,0,0,0,0,0#",16000,16000,56,23,cached_path_to_final_target
